,time_received,counts,ti
227,1664496335.896531,30,2022-09-30 00:05:35.896531200
226,1664496337.577777,30,2022-09-30 00:05:37.577776896
212,1664496339.296809,30,2022-09-30 00:05:39.296808960
213,1664496340.993964,30,2022-09-30 00:05:40.993964032
214,1664496342.717957,30,2022-09-30 00:05:42.717957120
215,1664496344.418845,30,2022-09-30 00:05:44.418844928
216,1664496346.234103,30,2022-09-30 00:05:46.234103040
217,1664496348.915694,30,2022-09-30 00:05:48.915694080
211,1664496351.619649,30,2022-09-30 00:05:51.619649024
218,1664496353.354876,30,2022-09-30 00:05:53.354876160
220,1664496355.197515,30,2022-09-30 00:05:55.197515008
221,1664496356.793957,30,2022-09-30 00:05:56.793957120
222,1664496358.514157,30,2022-09-30 00:05:58.514157056
223,1664496360.19474,30,2022-09-30 00:06:00.194739968
224,1664496361.95822,30,2022-09-30 00:06:01.958220032
225,1664496363.635424,30,2022-09-30 00:06:03.635424000
243,1664496365.356223,30,2022-09-30 00:06:05.356223232
219,1664496367.077449,30,2022-09-30 00:06:07.077448960
244,1664496368.756431,30,2022-09-30 00:06:08.756431104
254,1664496370.594781,30,2022-09-30 00:06:10.594780928
277,1664496372.135297,30,2022-09-30 00:06:12.135297024
276,1664496373.834985,30,2022-09-30 00:06:13.834984960
275,1664496375.554632,30,2022-09-30 00:06:15.554631936
274,1664496377.23478,30,2022-09-30 00:06:17.234780160
273,1664496378.915057,30,2022-09-30 00:06:18.915056896
272,1664496380.658707,30,2022-09-30 00:06:20.658706944
271,1664496382.33623,30,2022-09-30 00:06:22.336230144
270,1664496384.034962,30,2022-09-30 00:06:24.034961920
269,1664496385.774037,30,2022-09-30 00:06:25.774036992
268,1664496387.555706,30,2022-09-30 00:06:27.555706112
267,1664496389.336384,30,2022-09-30 00:06:29.336384000
266,1664496390.935398,30,2022-09-30 00:06:30.935398144
265,1664496392.594839,30,2022-09-30 00:06:32.594839040
264,1664496394.335513,30,2022-09-30 00:06:34.335513088
263,1664496396.014768,30,2022-09-30 00:06:36.014767872
262,1664496397.713708,30,2022-09-30 00:06:37.713708032
261,1664496399.436365,30,2022-09-30 00:06:39.436364800
247,1664496401.115849,30,2022-09-30 00:06:41.115848960
248,1664496402.815218,30,2022-09-30 00:06:42.815217920
249,1664496404.676572,30,2022-09-30 00:06:44.676572160
250,1664496406.216641,30,2022-09-30 00:06:46.216641024
251,1664496407.939856,30,2022-09-30 00:06:47.939856128
252,1664496409.635097,30,2022-09-30 00:06:49.635097088
246,1664496411.273229,30,2022-09-30 00:06:51.273228800
253,1664496412.994801,30,2022-09-30 00:06:52.994801152
255,1664496414.692944,30,2022-09-30 00:06:54.692944128
256,1664496416.53668,30,2022-09-30 00:06:56.536679936
257,1664496418.235107,30,2022-09-30 00:06:58.235107072
258,1664496419.976947,30,2022-09-30 00:06:59.976946944
259,1664496421.877611,30,2022-09-30 00:07:01.877611008
260,1664496423.417889,30,2022-09-30 00:07:03.417889024
245,1664496425.137082,30,2022-09-30 00:07:05.137082112
209,1664496426.796373,30,2022-09-30 00:07:06.796372992
175,1664496428.47629,30,2022-09-30 00:07:08.476290048
208,1664496430.216266,30,2022-09-30 00:07:10.216265984
172,1664496431.91384,30,2022-09-30 00:07:11.913840128
171,1664496433.57678,30,2022-09-30 00:07:13.576780032
170,1664496435.258444,30,2022-09-30 00:07:15.258444032
169,1664496436.977753,30,2022-09-30 00:07:16.977752832
168,1664496438.677526,30,2022-09-30 00:07:18.677526016
167,1664496440.416235,30,2022-09-30 00:07:20.416235008
166,1664496442.097456,30,2022-09-30 00:07:22.097455872
165,1664496443.793948,30,2022-09-30 00:07:23.793947904
164,1664496445.460306,30,2022-09-30 00:07:25.460305920
163,1664496447.154187,30,2022-09-30 00:07:27.154187008
162,1664496448.877535,30,2022-09-30 00:07:28.877535232
161,1664496450.55772,30,2022-09-30 00:07:30.557720064
160,1664496452.277925,30,2022-09-30 00:07:32.277925120
159,1664496453.957598,30,2022-09-30 00:07:33.957597952
158,1664496455.657214,30,2022-09-30 00:07:35.657213952
157,1664496457.397806,30,2022-09-30 00:07:37.397805824
156,1664496459.018405,30,2022-09-30 00:07:39.018404864
142,1664496460.754992,30,2022-09-30 00:07:40.754992128
143,1664496462.477569,30,2022-09-30 00:07:42.477569024
144,1664496464.118361,30,2022-09-30 00:07:44.118361088
145,1664496465.795135,30,2022-09-30 00:07:45.795134976
146,1664496467.521739,30,2022-09-30 00:07:47.521739008
147,1664496469.173602,30,2022-09-30 00:07:49.173602048
141,1664496470.899865,30,2022-09-30 00:07:50.899864832
148,1664496472.617136,30,2022-09-30 00:07:52.617136128
150,1664496474.315711,30,2022-09-30 00:07:54.315710976
151,1664496475.995135,30,2022-09-30 00:07:55.995134976
152,1664496477.694888,30,2022-09-30 00:07:57.694888192
153,1664496479.375757,30,2022-09-30 00:07:59.375757056
154,1664496481.096124,30,2022-09-30 00:08:01.096123904
155,1664496482.775803,30,2022-09-30 00:08:02.775803136
173,1664496484.516289,30,2022-09-30 00:08:04.516289024
149,1664496486.196047,30,2022-09-30 00:08:06.196047104
174,1664496487.893929,30,2022-09-30 00:08:07.893928960
184,1664496489.574453,30,2022-09-30 00:08:09.574452992
207,1664496491.295745,30,2022-09-30 00:08:11.295744768
206,1664496492.995337,30,2022-09-30 00:08:12.995336960
205,1664496494.715385,30,2022-09-30 00:08:14.715385088
204,1664496497.316054,30,2022-09-30 00:08:17.316054016
203,1664496498.91652,30,2022-09-30 00:08:18.916520192
202,1664496500.59451,30,2022-09-30 00:08:20.594510080
201,1664496502.295334,30,2022-09-30 00:08:22.295334144
200,1664496504.035531,30,2022-09-30 00:08:24.035531008
199,1664496505.75671,30,2022-09-30 00:08:25.756710144
198,1664496507.454038,30,2022-09-30 00:08:27.454038016
197,1664496509.276707,30,2022-09-30 00:08:29.276706816
196,1664496510.857073,30,2022-09-30 00:08:30.857073152
195,1664496512.557176,30,2022-09-30 00:08:32.557176064
194,1664496514.256772,30,2022-09-30 00:08:34.256772096
193,1664496515.944281,30,2022-09-30 00:08:35.944281088
192,1664496517.634947,30,2022-09-30 00:08:37.634947072
191,1664496519.337206,30,2022-09-30 00:08:39.337205760
177,1664496521.016808,30,2022-09-30 00:08:41.016807936
178,1664496522.693957,30,2022-09-30 00:08:42.693957120
179,1664496524.37753,30,2022-09-30 00:08:44.377530112
180,1664496526.154982,30,2022-09-30 00:08:46.154982144
181,1664496527.853045,30,2022-09-30 00:08:47.853044992
182,1664496529.473657,30,2022-09-30 00:08:49.473656832
176,1664496531.177318,30,2022-09-30 00:08:51.177318144
183,1664496532.893612,30,2022-09-30 00:08:52.893612032
185,1664496534.753295,30,2022-09-30 00:08:54.753294848
186,1664496537.994431,30,2022-09-30 00:08:57.994430976
187,1664496539.717525,30,2022-09-30 00:08:59.717524992
188,1664496541.393853,30,2022-09-30 00:09:01.393852928
189,1664496543.093092,30,2022-09-30 00:09:03.093091840
190,1664496544.797323,30,2022-09-30 00:09:04.797323008
557,1664496546.518632,30,2022-09-30 00:09:06.518631936
140,1664496548.178499,30,2022-09-30 00:09:08.178499072
558,1664496549.917272,30,2022-09-30 00:09:09.917272064
699,1664496551.577315,30,2022-09-30 00:09:11.577315072
941,1664496553.275069,30,2022-09-30 00:09:13.275068928
940,1664496554.95583,30,2022-09-30 00:09:14.955830016
939,1664496556.678431,30,2022-09-30 00:09:16.678430976
938,1664496558.374788,30,2022-09-30 00:09:18.374788096
937,1664496560.176458,30,2022-09-30 00:09:20.176457984
936,1664496561.855746,30,2022-09-30 00:09:21.855746048
935,1664496563.59502,30,2022-09-30 00:09:23.595020032
934,1664496565.273739,30,2022-09-30 00:09:25.273739008
933,1664496566.956929,30,2022-09-30 00:09:26.956929024
932,1664496568.634832,30,2022-09-30 00:09:28.634831872
931,1664496570.313742,30,2022-09-30 00:09:30.313741824
930,1664496572.040591,30,2022-09-30 00:09:32.040591104
929,1664496573.694509,30,2022-09-30 00:09:33.694509056
928,1664496575.375266,30,2022-09-30 00:09:35.375266048
927,1664496577.094748,30,2022-09-30 00:09:37.094747904
926,1664496578.776363,30,2022-09-30 00:09:38.776363008
925,1664496580.515864,30,2022-09-30 00:09:40.515863808
911,1664496582.19689,30,2022-09-30 00:09:42.196890112
912,1664496583.996425,30,2022-09-30 00:09:43.996424960
913,1664496585.5983,30,2022-09-30 00:09:45.598299904
914,1664496587.296122,30,2022-09-30 00:09:47.296122112
915,1664496589.236631,30,2022-09-30 00:09:49.236631040
916,1664496590.714583,30,2022-09-30 00:09:50.714583040
910,1664496592.412936,30,2022-09-30 00:09:52.412935936
917,1664496594.114235,30,2022-09-30 00:09:54.114234880
919,1664496595.856994,30,2022-09-30 00:09:55.856993792
920,1664496597.715543,30,2022-09-30 00:09:57.715543040
921,1664496610.231621,30,2022-09-30 00:10:10.231621120
922,1664496613.69541,30,2022-09-30 00:10:13.695409920
923,1664496615.975091,30,2022-09-30 00:10:15.975090944
924,1664496618.254093,30,2022-09-30 00:10:18.254093056
942,1664496620.013348,30,2022-09-30 00:10:20.013348096
918,1664496622.757562,30,2022-09-30 00:10:22.757561856
943,1664496624.457425,30,2022-09-30 00:10:24.457425152
953,1664496626.253544,30,2022-09-30 00:10:26.253544192
976,1664496627.917333,30,2022-09-30 00:10:27.917332992
975,1664496629.63791,30,2022-09-30 00:10:29.637910016
974,1664496631.337946,30,2022-09-30 00:10:31.337945856
973,1664496633.033561,30,2022-09-30 00:10:33.033561088
972,1664496635.778716,30,2022-09-30 00:10:35.778716160
971,1664496637.576591,30,2022-09-30 00:10:37.576591104
970,1664496767.157714,30,2022-09-30 00:12:47.157713920
969,1664496769.877673,30,2022-09-30 00:12:49.877672960
968,1664496772.578629,30,2022-09-30 00:12:52.578629120
967,1664496774.315033,30,2022-09-30 00:12:54.315032832
966,1664496776.098261,30,2022-09-30 00:12:56.098260992
965,1664496777.753523,30,2022-09-30 00:12:57.753523200
964,1664496779.475328,30,2022-09-30 00:12:59.475328000
963,1664496781.155734,30,2022-09-30 00:13:01.155734016
962,1664496782.854585,30,2022-09-30 00:13:02.854584832
961,1664496784.954482,30,2022-09-30 00:13:04.954482176
960,1664496786.838118,30,2022-09-30 00:13:06.838118144
946,1664496788.518973,30,2022-09-30 00:13:08.518973184
947,1664496792.418429,30,2022-09-30 00:13:12.418428928
948,1664496801.538537,30,2022-09-30 00:13:21.538536960
949,1664496803.218194,30,2022-09-30 00:13:23.218193920
950,1664496806.875751,30,2022-09-30 00:13:26.875750912
951,1664496809.794693,30,2022-09-30 00:13:29.794693120
945,1664496811.977888,30,2022-09-30 00:13:31.977888000
952,1664496814.246773,30,2022-09-30 00:13:34.246772992
954,1664496822.91731,30,2022-09-30 00:13:42.917309952
955,1664496825.275248,30,2022-09-30 00:13:45.275248128
956,1664496828.013036,30,2022-09-30 00:13:48.013036032
957,1664496830.396078,30,2022-09-30 00:13:50.396078080
958,1664496832.93616,30,2022-09-30 00:13:52.936160000
959,1664496837.176153,30,2022-09-30 00:13:57.176152832
944,1664496839.17572,30,2022-09-30 00:13:59.175719936
908,1664496841.836871,30,2022-09-30 00:14:01.836870912
874,1664496844.174933,30,2022-09-30 00:14:04.174932992
907,1664496848.354651,30,2022-09-30 00:14:08.354650880
871,1664497069.574157,30,2022-09-30 00:17:49.574157056
870,1664497071.781478,30,2022-09-30 00:17:51.781477888
869,1664497075.019099,30,2022-09-30 00:17:55.019098880
868,1664497077.477694,30,2022-09-30 00:17:57.477693952
867,1664497079.295289,30,2022-09-30 00:17:59.295289088
866,1664497081.115991,30,2022-09-30 00:18:01.115991040
865,1664497083.457077,30,2022-09-30 00:18:03.457076992
864,1664497085.557347,30,2022-09-30 00:18:05.557347072
863,1664497087.557401,30,2022-09-30 00:18:07.557400832
862,1664497089.077657,30,2022-09-30 00:18:09.077657088
861,1664497090.777142,30,2022-09-30 00:18:10.777142016
860,1664497092.496293,30,2022-09-30 00:18:12.496293120
859,1664497094.19413,30,2022-09-30 00:18:14.194129920
858,1664497095.898338,30,2022-09-30 00:18:15.898338048
857,1664497097.597765,30,2022-09-30 00:18:17.597764864
856,1664497099.275037,30,2022-09-30 00:18:19.275036928
855,1664497102.938223,30,2022-09-30 00:18:22.938222848
841,1664497104.717728,30,2022-09-30 00:18:24.717728000
842,1664497106.45761,30,2022-09-30 00:18:26.457609984
843,1664497108.437453,30,2022-09-30 00:18:28.437453056
844,1664497110.27639,30,2022-09-30 00:18:30.276390144
845,1664497118.714103,30,2022-09-30 00:18:38.714103040
846,1664497120.39552,30,2022-09-30 00:18:40.395520000
840,1664497156.294047,30,2022-09-30 00:19:16.294047232
847,1664497159.256243,30,2022-09-30 00:19:19.256242944
849,1664497163.912908,30,2022-09-30 00:19:23.912908032
850,1664497166.4329,30,2022-09-30 00:19:26.432899840
851,1664497168.156384,30,2022-09-30 00:19:28.156384000
852,1664497169.956784,30,2022-09-30 00:19:29.956784128
853,1664497172.400654,30,2022-09-30 00:19:32.400654080
854,1664497174.317709,30,2022-09-30 00:19:34.317709056
872,1664497176.034254,30,2022-09-30 00:19:36.034254080
848,1664497178.05717,30,2022-09-30 00:19:38.057169920
873,1664497189.635556,30,2022-09-30 00:19:49.635556096
883,1664497191.57321,30,2022-09-30 00:19:51.573210112
906,1664497194.634018,30,2022-09-30 00:19:54.634018048
905,1664497196.757114,30,2022-09-30 00:19:56.757113856
904,1664497226.013517,30,2022-09-30 00:20:26.013516800
903,1664497229.59439,30,2022-09-30 00:20:29.594390016
902,1664497231.714881,30,2022-09-30 00:20:31.714881024
901,1664497253.996402,30,2022-09-30 00:20:53.996401920
900,1664497255.55576,30,2022-09-30 00:20:55.555759872
899,1664497258.115498,30,2022-09-30 00:20:58.115497984
898,1664497260.61454,30,2022-09-30 00:21:00.614540032
897,1664497263.031975,30,2022-09-30 00:21:03.031974912
896,1664497265.456793,30,2022-09-30 00:21:05.456793088
895,1664497273.735643,30,2022-09-30 00:21:13.735642880
894,1664497279.379358,30,2022-09-30 00:21:19.379357952
893,1664497280.973199,30,2022-09-30 00:21:20.973198848
892,1664497282.836478,30,2022-09-30 00:21:22.836477952
891,1664497285.997421,30,2022-09-30 00:21:25.997421056
890,1664497287.917138,30,2022-09-30 00:21:27.917138176
876,1664497290.273458,30,2022-09-30 00:21:30.273457920
877,1664497292.357927,30,2022-09-30 00:21:32.357927168
878,1664497294.175248,30,2022-09-30 00:21:34.175247872
879,1664497295.902373,30,2022-09-30 00:21:35.902373120
880,1664497297.678013,30,2022-09-30 00:21:37.678013184
881,1664497299.31804,30,2022-09-30 00:21:39.318039808
875,1664497300.997781,30,2022-09-30 00:21:40.997780992
882,1664497302.694238,30,2022-09-30 00:21:42.694237952
884,1664497304.538003,30,2022-09-30 00:21:44.538002944
885,1664497306.156961,30,2022-09-30 00:21:46.156961024
886,1664497307.836545,30,2022-09-30 00:21:47.836545024
887,1664497309.516943,30,2022-09-30 00:21:49.516943104
888,1664497311.237491,30,2022-09-30 00:21:51.237490944
889,1664497312.936301,30,2022-09-30 00:21:52.936301056
977,1664497314.637864,30,2022-09-30 00:21:54.637864192
978,1664497316.296257,30,2022-09-30 00:21:56.296257024
979,1664497318.995479,30,2022-09-30 00:21:58.995479040
1014,1664497320.675057,30,2022-09-30 00:22:00.675056896
1081,1664497322.354847,30,2022-09-30 00:22:02.354846976
1080,1664497324.114751,30,2022-09-30 00:22:04.114750976
1079,1664497325.777364,30,2022-09-30 00:22:05.777363968
1078,1664497327.461694,30,2022-09-30 00:22:07.461693952
1077,1664497329.178286,30,2022-09-30 00:22:09.178286080
1076,1664497330.954929,30,2022-09-30 00:22:10.954929152
1075,1664497332.55668,30,2022-09-30 00:22:12.556679936
1074,1664497334.277461,30,2022-09-30 00:22:14.277460992
1073,1664497335.958597,30,2022-09-30 00:22:15.958596864
1072,1664497337.735577,30,2022-09-30 00:22:17.735577088
1071,1664497363.216655,30,2022-09-30 00:22:43.216655104
1070,1664497391.793238,30,2022-09-30 00:23:11.793238016
1069,1664497398.074098,30,2022-09-30 00:23:18.074098176
1068,1664497406.776251,30,2022-09-30 00:23:26.776251136
1067,1664497408.454226,30,2022-09-30 00:23:28.454225920
1066,1664497410.154289,30,2022-09-30 00:23:30.154288896
1065,1664497411.819102,30,2022-09-30 00:23:31.819101952
1051,1664497413.514437,30,2022-09-30 00:23:33.514436864
1052,1664497415.278397,30,2022-09-30 00:23:35.278397184
1053,1664497416.974655,30,2022-09-30 00:23:36.974654976
1054,1664497418.794006,30,2022-09-30 00:23:38.794006016
1055,1664497420.455404,30,2022-09-30 00:23:40.455404032
1056,1664497664.654842,30,2022-09-30 00:27:44.654841856
1050,1664497666.351806,30,2022-09-30 00:27:46.351805952
1057,1664497668.073024,30,2022-09-30 00:27:48.073024000
1059,1664497669.815436,30,2022-09-30 00:27:49.815435776
1060,1664497671.512226,30,2022-09-30 00:27:51.512226048
1061,1664497673.233518,30,2022-09-30 00:27:53.233517824
1062,1664497674.994123,30,2022-09-30 00:27:54.994123008
1063,1664497676.679846,30,2022-09-30 00:27:56.679846144
1064,1664497678.378013,30,2022-09-30 00:27:58.378012928
1082,1664497695.272128,30,2022-09-30 00:28:15.272128000
1083,1664497696.875518,30,2022-09-30 00:28:16.875518208
1084,1664497698.61338,30,2022-09-30 00:28:18.613379840
1101,1664497700.117091,30,2022-09-30 00:28:20.117090816
1115,1664497702.917562,30,2022-09-30 00:28:22.917562112
1114,1664497705.156897,30,2022-09-30 00:28:25.156897024
1113,1664497707.049893,30,2022-09-30 00:28:27.049892864
1112,1664497708.915955,30,2022-09-30 00:28:28.915954944
1111,1664497710.453359,30,2022-09-30 00:28:30.453358848
1110,1664497712.193419,30,2022-09-30 00:28:32.193419008
1109,1664497716.094531,30,2022-09-30 00:28:36.094531072
838,1666074263.200859,30,2022-10-18 06:24:23.200859136
837,1666074263.739511,30,2022-10-18 06:24:23.739511040
661,1666074264.30483,30,2022-10-18 06:24:24.304829952
660,1666074264.842137,30,2022-10-18 06:24:24.842137088
659,1666074265.509557,30,2022-10-18 06:24:25.509556992
